FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;CI;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;CI2;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
2;3;2;3;4;4;80;5;5;3;2;4;2;1;1;2;2;3;3;3;4;2;4;4;4;4;2;4;4;1;1;1;2;1;1;1;1;0;2;1;4;5;3;2;4;3;2;3;5;4;4;4;3;3;5;3;2;1;3;2;3;1;1;2;3;2;1;4;2;1;3;2;3;2;2;2;2;4;0;0;1;0;2;2;0;1;2;1;1;0;1;0;0;1;1;0;0;0;1;18;11;2;7;38;54;11;47;4;2;8
5;4;5;5;3;5;120;120;7;5;2;5;2;6;6;3;3;4;4;4;4;2;4;4;4;4;3;4;5;1;1;1;2;2;1;1;1;1;1;0;4;3;4;2;2;3;4;4;4;4;2;4;3;2;4;3;1;4;2;4;2;2;3;2;3;2;2;4;1;3;3;2;4;1;3;2;2;4;2;2;2;1;0;1;0;1;1;1;1;2;2;2;1;2;2;2;2;0;1;27;14;12;10;42;49;11;55;11;7;10
5;3;4;2;2;4;135;180;6;4;2;2;2;7;7;1;1;1;3;4;3;4;4;4;4;3;4;4;2;1;2;1;2;2;1;1;2;1;1;1;5;3;4;3;4;3;3;3;4;4;4;5;4;4;4;3;3;3;3;1;3;3;3;3;3;3;1;4;3;1;3;2;3;3;3;2;3;4;2;2;2;0;2;1;2;1;2;2;1;2;2;2;1;2;3;1;0;0;2;20;10;14;3;39;57;14;59;10;7;15
5;3;5;4;3;2;169;85;7;5;2;6;2;2;2;2;2;3;5;4;3;2;4;5;4;4;2;4;4;1;2;0;2;1;2;1;2;1;1;1;4;4;3;4;4;2;4;3;4;4;4;4;3;2;4;2;2;4;4;2;2;3;3;3;3;1;1;3;3;2;3;3;3;2;2;2;1;4;1;0;1;0;2;1;0;0;0;2;1;1;1;1;0;1;1;2;0;0;0;22;15;4;7;41;53;13;54;7;0;8
4;2;5;4;3;2;150;2;7;5;5;5;4;4;5;5;5;5;2;4;5;3;4;5;5;4;5;4;4;1;1;0;2;2;1;0;1;1;1;1;3;4;5;4;4;3;5;4;5;4;4;4;4;3;5;4;2;3;4;3;3;4;4;3;4;1;2;3;3;3;4;4;3;3;3;2;2;4;3;1;2;1;3;2;1;2;3;2;1;2;1;2;2;1;2;2;1;1;3;20;19;9;15;45;61;10;67;14;10;14
3;3;4;2;2;4;330;35;5;3;3;4;3;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2;2;3;2;2;3;3;4;2;4;1;3;1;1;3;1;1;2;4;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;2;1;1;1;1;2;2;1;2;1;4;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;18;13;3;6;24;33;24;33;3;0;1
3;3;4;3;3;4;150;30;5;4;3;4;3;1;1;1;2;2;3;4;4;4;4;3;4;4;3;3;3;1;2;2;2;2;2;2;2;2;2;2;4;2;4;4;4;2;3;4;2;4;2;3;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;2;5;39;45;20;22;0;0;0
4;3;4;2;2;3;50;35;6;4;3;6;6;3;3;2;2;2;4;4;4;2;4;4;3;4;4;4;3;1;2;2;2;2;0;1;2;2;1;2;3;2;2;3;3;2;2;1;2;3;4;3;1;1;2;1;1;1;2;1;3;3;2;2;2;2;2;2;1;1;2;2;4;2;2;3;2;4;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;18;19;6;6;40;34;16;43;1;1;4
3;4;3;2;4;2;349;55;5;5;4;3;2;4;3;2;2;2;2;3;2;1;4;2;3;2;3;4;3;1;2;1;2;2;2;0;1;1;2;2;4;3;3;4;4;3;3;3;2;4;2;5;4;2;4;2;3;2;3;3;3;2;3;3;2;2;2;3;2;2;3;3;3;2;2;3;3;4;2;2;1;2;2;2;1;2;2;1;2;2;2;3;2;1;2;1;2;2;0;18;14;7;6;29;50;15;56;14;13;9
5;3;5;4;3;4;90;60;7;3;3;3;3;4;2;4;4;4;2;1;3;1;4;4;1;4;1;2;2;1;2;3;3;3;3;3;3;3;3;2;2;1;3;1;4;2;1;5;2;1;3;4;4;1;4;2;1;2;2;1;1;3;1;1;1;1;1;2;1;1;1;2;2;1;1;1;1;4;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;24;12;6;12;25;38;28;30;4;1;0
5;2;5;5;3;1;300;90;7;4;3;4;2;5;5;2;2;4;2;4;5;3;4;1;3;4;4;2;2;1;2;2;1;2;2;2;2;3;3;2;4;1;3;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;3;1;2;1;1;3;3;1;1;1;1;3;1;1;1;4;3;3;2;3;2;1;0;1;2;1;2;2;1;0;0;0;0;2;1;0;0;21;13;10;8;34;21;21;33;11;9;6
5;4;5;4;3;5;10;30;7;5;4;5;4;3;3;5;5;4;5;3;4;3;4;5;4;4;4;5;4;1;2;2;2;2;2;1;2;1;2;2;4;4;4;4;4;4;4;4;5;4;4;5;4;2;4;3;1;4;2;2;2;1;1;2;2;3;3;3;1;2;2;2;3;2;1;2;2;4;1;2;1;2;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;26;18;6;14;45;60;18;46;5;4;4
5;4;5;5;4;5;140;280;7;6;6;6;5;7;7;5;5;7;4;4;4;5;4;5;3;4;4;3;3;1;1;1;2;2;2;1;2;2;2;2;3;4;3;1;5;3;3;4;4;2;4;4;4;2;5;3;3;2;3;3;3;3;2;3;3;2;1;2;3;2;3;2;3;3;2;1;3;4;2;0;1;1;3;2;1;1;2;3;3;2;1;1;2;1;1;2;1;2;1;28;23;14;17;43;51;17;55;13;9;11
3;2;2;2;2;3;968;10;6;5;3;5;3;2;3;2;2;1;4;3;4;4;4;4;3;4;3;4;3;1;1;2;2;2;2;2;2;1;2;2;4;4;5;4;4;3;3;4;3;4;4;5;4;3;3;1;2;2;2;3;3;2;2;3;4;2;3;3;3;2;2;2;2;1;2;2;2;4;1;1;0;0;1;0;0;0;3;0;1;1;1;1;2;0;0;1;0;0;0;14;16;5;5;40;57;18;50;5;6;2
1;1;1;1;1;1;250;0;2;2;2;2;2;2;2;2;2;2;4;3;4;5;3;4;3;4;2;3;4;1;2;1;2;2;2;2;2;1;2;3;3;2;4;4;4;3;4;4;4;2;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;2;3;3;3;3;3;3;3;4;3;3;4;1;3;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;6;8;4;6;39;49;19;67;12;13;11
3;2;2;1;3;1;50;2;4;3;2;3;1;3;3;1;1;1;2;4;4;3;2;3;4;4;1;3;5;1;1;0;1;2;1;0;1;1;1;1;4;5;5;3;2;3;4;4;3;4;4;5;4;2;5;3;3;3;4;2;3;3;4;2;2;2;2;3;2;3;3;3;3;2;2;2;3;4;2;1;2;0;1;0;0;2;1;3;1;2;2;2;1;3;3;0;0;0;3;12;9;6;3;35;57;9;59;9;3;17
5;5;5;4;2;4;100;120;7;5;5;5;3;7;7;4;2;2;2;3;4;2;4;3;4;4;4;3;4;1;1;0;2;2;1;0;2;1;1;0;4;4;3;1;2;1;1;2;2;1;3;4;4;1;3;3;3;3;3;3;4;4;3;4;3;3;1;4;4;4;4;4;4;4;3;2;4;4;3;2;3;0;3;0;0;2;3;2;2;2;2;2;2;3;3;2;2;3;3;25;18;14;8;37;36;10;74;13;12;19
4;4;4;4;3;3;98;2;5;5;2;5;2;6;6;3;3;3;4;4;4;4;4;3;4;4;5;3;3;1;2;1;2;3;3;2;3;2;2;3;3;2;3;5;5;4;3;4;1;4;3;4;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;14;12;9;42;49;23;44;3;0;1
5;5;5;5;5;5;400;52000;7;7;4;6;2;7;7;5;5;5;2;4;2;2;4;2;2;3;4;2;3;1;2;1;2;1;1;1;1;1;2;1;3;2;4;4;4;1;1;3;1;1;1;1;1;1;1;1;1;4;3;2;3;2;3;4;3;2;1;4;3;3;4;2;3;3;2;2;4;4;1;0;1;0;3;3;3;3;0;0;0;3;1;0;0;0;0;3;0;0;0;30;19;14;15;30;29;13;59;13;3;5
5;3;5;2;2;4;200;120;7;4;2;2;2;5;7;4;2;4;4;2;4;3;4;4;4;4;2;3;3;1;1;1;2;1;1;1;1;0;1;1;3;5;4;4;5;4;3;5;4;4;3;4;2;2;4;2;2;3;2;3;2;2;2;3;3;1;1;4;2;3;2;2;2;2;2;1;1;4;1;2;1;0;1;2;0;2;2;1;2;2;2;2;1;1;1;3;2;1;1;21;10;12;10;37;56;10;47;14;8;8
4;3;4;2;3;2;90;180;7;5;6;6;4;3;3;1;1;1;3;2;4;4;4;4;3;3;2;3;2;1;2;1;3;3;2;2;2;1;2;2;4;3;4;2;3;4;2;4;3;4;3;4;4;3;4;3;2;2;1;2;2;1;1;2;2;1;1;2;1;1;1;2;1;2;1;1;1;4;1;1;0;0;1;2;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;18;21;6;3;34;51;20;33;5;3;1
4;2;4;4;3;4;2;15;6;6;6;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;2;2;2;2;2;2;2;2;2;4;3;4;3;4;2;3;3;4;3;4;4;3;2;3;2;2;1;2;2;2;2;2;2;1;2;3;3;2;1;2;1;2;2;2;2;1;4;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;21;22;9;12;44;49;20;41;3;1;0
4;3;4;4;3;3;400;30;7;5;5;5;5;7;7;2;2;2;4;4;3;3;3;4;3;3;4;4;3;1;2;2;2;2;2;2;2;2;2;2;4;3;3;3;4;3;3;4;3;3;3;3;4;3;3;2;2;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21;20;14;6;38;49;20;29;2;0;0
4;3;4;2;3;4;470;30;5;4;3;4;2;4;4;2;3;1;4;3;2;2;3;4;3;3;3;4;3;1;2;2;2;2;2;2;2;1;2;2;4;4;4;4;4;3;4;4;4;4;3;4;4;3;4;2;1;2;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;8;6;34;57;19;27;1;1;1
4;4;5;4;4;5;500;60;6;6;5;6;5;7;6;4;5;6;4;4;5;4;5;3;4;5;4;3;4;1;2;2;2;2;2;1;2;0;2;2;3;3;4;3;2;3;4;4;3;4;2;4;3;4;3;3;2;2;3;2;2;2;3;2;2;3;2;3;2;2;2;3;2;3;2;3;3;4;2;1;2;1;2;2;2;1;2;1;2;1;2;2;2;1;2;3;2;1;2;26;22;13;15;45;49;17;53;13;11;12
2;3;2;2;2;2;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;4;3;4;4;4;3;3;2;3;3;3;3;3;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;13;4;2;3;21;48;19;43;7;9;8
5;4;4;3;4;2;550;60;6;4;7;4;7;5;5;7;4;7;2;4;4;3;4;1;2;4;5;3;4;1;2;3;2;2;2;3;2;1;3;2;4;3;4;2;4;2;3;4;2;4;2;2;4;2;3;1;2;2;1;2;1;1;1;2;2;1;2;3;1;1;2;1;2;1;2;2;1;4;0;2;0;2;1;1;1;2;1;0;1;1;0;2;0;2;0;0;0;0;0;22;22;10;18;36;45;22;34;7;6;3
3;2;4;4;2;1;350;60;5;4;5;5;5;1;1;1;3;1;5;2;5;4;4;5;3;4;4;5;5;1;2;1;2;2;2;1;2;0;2;2;4;5;5;1;4;2;2;3;3;2;1;4;2;2;2;2;1;1;1;2;2;3;1;2;4;4;1;3;2;3;4;2;2;2;4;3;3;4;0;1;0;0;0;2;1;1;2;1;1;1;0;1;2;0;1;1;0;2;0;16;19;2;5;46;42;16;52;7;8;2
3;3;3;3;3;3;51;60;5;5;5;7;5;6;6;6;6;6;3;3;3;3;3;3;3;3;3;3;3;1;2;1;2;2;1;1;2;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;3;2;3;3;3;3;3;3;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;18;22;12;18;33;45;15;62;14;14;14
3;3;4;4;3;4;542;15;5;3;2;3;2;5;2;2;2;2;3;3;3;2;3;2;3;3;3;2;3;1;2;1;2;2;2;2;2;1;2;2;4;3;4;2;4;4;2;4;3;3;2;3;3;4;3;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;4;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;21;10;7;6;30;48;18;34;5;1;2
4;3;4;4;3;4;450;70;6;5;4;5;4;2;5;2;2;1;5;3;4;4;4;5;2;4;2;5;3;1;1;0;2;1;1;1;2;1;0;1;3;5;1;4;4;5;4;5;4;2;3;2;4;5;4;3;2;1;2;3;3;3;2;2;1;3;3;3;2;2;2;3;4;2;2;3;1;4;0;0;1;0;1;1;0;0;0;2;2;0;2;2;0;0;2;1;0;0;1;22;18;7;5;41;55;10;52;6;0;9
2;1;2;2;4;2;125;15;5;4;3;4;3;4;2;3;2;2;2;4;4;2;4;3;3;4;4;3;4;1;2;2;3;2;2;2;2;2;2;2;4;3;4;2;4;2;3;4;3;2;4;4;4;4;4;3;2;1;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;2;1;1;2;4;2;1;2;1;1;1;2;0;1;1;2;1;2;0;1;1;1;0;1;1;1;13;14;6;7;37;51;21;35;6;8;9
3;1;2;4;1;1;8;5;6;1;1;2;1;4;2;2;2;2;4;2;3;4;2;2;1;3;4;2;1;1;2;1;2;1;1;1;2;1;1;1;4;3;2;4;4;2;4;4;1;2;4;4;2;1;1;2;4;2;4;2;4;1;1;4;1;2;1;2;2;2;2;2;2;4;1;2;2;4;2;0;0;0;3;0;1;1;0;0;2;2;1;1;0;1;1;1;0;0;0;12;5;6;6;28;42;13;49;9;1;6
4;3;4;2;2;3;20;15;7;3;2;3;2;3;3;1;2;1;3;3;3;2;2;2;3;3;3;3;4;1;2;2;2;2;2;2;2;2;2;2;4;2;4;3;4;3;3;4;3;4;3;4;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;3;2;1;3;2;3;2;3;1;1;4;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;18;10;6;4;31;47;20;41;2;1;1
5;5;5;5;5;5;20;800;7;7;5;6;5;7;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;0;1;1;1;1;1;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;4;4;3;3;3;3;3;2;4;4;4;4;4;4;4;3;3;3;4;3;1;2;1;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;30;23;14;15;55;75;7;74;16;13;14
5;5;5;4;4;5;699;60;7;6;6;6;5;5;5;3;4;3;4;3;4;2;4;4;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;3;5;2;2;4;4;3;2;2;4;2;4;2;1;3;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;4;1;1;0;1;1;1;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;28;23;10;10;32;45;20;38;6;3;2
5;5;5;4;4;5;800;90;7;4;2;6;2;7;7;6;6;6;4;5;4;4;4;4;4;5;5;4;5;1;2;1;3;1;2;1;2;2;2;2;4;4;4;4;5;4;4;5;4;4;5;5;4;4;5;1;2;4;2;3;3;3;2;2;3;3;1;3;4;2;3;3;2;2;2;3;3;4;1;2;1;0;1;2;0;1;1;1;2;1;1;2;0;0;1;2;0;0;0;28;14;14;18;48;65;18;56;11;3;5
5;3;5;4;4;5;980;75;6;2;3;4;1;3;2;1;2;1;3;3;3;1;4;3;4;3;3;4;4;1;2;1;2;2;2;1;2;1;2;2;4;3;4;2;4;4;2;4;3;3;2;4;3;4;3;1;2;2;3;2;3;1;1;2;1;2;1;2;2;2;2;1;2;2;1;2;1;4;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;26;10;5;4;35;49;17;38;3;1;0
5;4;5;5;4;4;500;240;7;5;3;6;3;4;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;1;2;1;2;2;2;0;2;0;1;0;4;5;5;5;5;3;4;5;5;4;4;5;4;4;5;3;2;3;3;4;3;4;3;3;4;2;1;3;2;3;3;3;4;3;3;2;3;4;3;2;1;0;1;3;0;2;3;2;3;3;2;2;3;1;2;2;0;2;2;27;17;9;15;44;67;12;64;18;10;11
2;3;2;2;1;2;425;5;6;5;3;3;3;3;3;2;2;2;3;2;3;4;2;4;3;2;2;4;3;1;2;1;2;2;2;1;2;0;2;2;4;4;3;4;4;4;4;4;5;4;3;4;4;4;4;3;3;2;2;3;2;3;2;2;4;3;1;3;3;3;3;3;3;3;3;4;3;4;1;1;2;1;1;2;2;1;2;2;2;2;2;1;1;2;2;1;2;1;2;12;14;6;6;32;59;16;61;10;10;13
5;3;4;5;3;3;275;60;7;3;2;5;2;2;2;1;2;2;4;3;4;4;4;5;5;3;2;4;4;1;1;1;1;1;0;1;0;0;1;0;5;5;2;5;4;4;4;3;5;5;5;5;5;5;5;2;2;4;2;4;3;4;2;3;2;2;2;4;2;4;3;4;4;4;2;1;1;4;3;0;3;1;3;2;0;2;3;3;1;3;3;2;1;2;3;3;0;0;3;23;12;4;5;42;67;6;61;16;5;20
5;4;5;4;4;5;450;60;7;5;3;5;4;5;5;2;2;2;4;5;3;3;4;4;4;4;4;4;2;1;2;1;2;2;3;2;2;1;2;2;4;4;5;4;4;3;4;5;4;2;4;5;4;3;4;2;1;2;1;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;4;1;0;0;0;1;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;27;17;10;6;41;59;19;41;6;0;1
5;4;5;4;4;4;30;60;7;2;3;4;3;7;7;3;3;3;2;1;4;2;4;3;3;4;4;3;2;1;2;2;2;3;2;2;1;2;2;2;4;3;4;2;4;2;2;4;4;4;4;4;2;2;3;2;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;2;2;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;26;12;14;9;32;48;20;28;1;0;1
4;3;4;1;2;2;300;105;6;3;1;2;1;3;3;2;2;2;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;3;3;3;3;1;3;1;3;2;4;4;3;3;2;3;2;2;2;5;2;3;4;2;2;2;1;2;3;3;1;2;3;2;1;3;1;2;3;2;2;2;2;2;2;4;1;0;1;0;0;0;0;1;0;0;2;2;0;0;0;0;0;2;0;0;0;16;7;6;6;12;44;23;45;8;0;1
4;1;4;2;3;3;621;90;6;4;3;5;3;5;5;2;2;2;5;3;5;4;4;3;3;3;3;3;1;1;3;3;3;3;3;3;0;3;2;3;3;3;3;3;3;4;3;4;4;2;4;2;3;3;3;1;1;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;17;15;10;6;37;47;26;28;1;1;1
4;2;4;4;2;3;500;20;6;6;4;5;3;5;5;4;4;4;2;3;2;2;3;2;2;4;4;2;2;1;2;2;2;2;2;1;2;2;2;2;4;4;4;2;4;4;2;4;4;2;3;4;4;2;4;3;2;3;3;2;2;2;1;2;2;2;1;2;2;2;2;3;3;2;2;2;1;4;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;19;18;10;12;28;51;19;46;4;0;2
2;2;1;2;1;2;70;30;4;2;3;2;2;1;1;1;2;1;2;2;1;2;2;3;2;2;1;2;2;1;1;1;2;1;1;1;2;0;2;2;4;5;4;4;4;4;4;4;5;2;4;5;5;4;5;3;1;3;3;1;4;1;2;3;1;1;1;3;1;4;3;3;4;4;1;2;2;4;2;0;1;1;3;2;1;1;3;2;1;2;1;1;2;1;2;0;0;0;2;10;9;2;4;21;63;13;51;9;7;12
2;2;2;2;3;1;300;30;4;4;3;5;2;1;2;1;1;1;1;2;1;3;4;5;1;4;4;5;3;1;2;1;2;2;2;1;2;2;2;2;4;2;5;1;4;1;3;5;2;1;3;2;3;3;4;2;2;3;3;2;3;2;2;2;2;2;1;3;3;2;2;2;2;1;2;3;1;4;1;0;0;2;2;0;2;3;3;0;3;3;3;1;2;0;0;0;1;2;0;12;14;3;3;33;43;18;47;11;12;5
2;3;2;2;2;2;100;5;5;2;2;1;1;2;2;2;2;2;2;3;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1;3;4;4;2;3;2;2;2;3;3;3;4;4;3;4;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;2;1;2;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;6;4;6;20;46;17;27;2;0;0
4;3;4;2;2;4;70;20;6;4;2;6;2;5;5;2;3;3;2;4;2;1;3;1;2;4;3;2;2;1;2;2;3;2;3;2;2;0;2;2;5;4;4;2;4;3;2;4;4;2;4;4;4;4;4;2;1;2;2;1;1;1;1;2;2;1;1;2;1;2;3;1;2;1;1;2;1;4;1;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;19;14;10;8;26;54;20;33;5;1;2
4;3;5;5;3;4;276;560;7;7;3;5;3;5;4;4;3;3;5;2;5;4;3;5;3;3;5;5;5;1;0;0;0;1;0;0;1;0;0;0;5;5;5;5;4;4;5;5;5;5;5;4;4;5;5;2;1;1;3;1;3;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;4;1;0;0;0;3;2;0;1;2;1;1;1;0;2;0;0;3;0;0;1;0;24;18;9;10;45;71;2;30;8;3;7
4;3;4;2;2;2;160;15;4;3;2;3;1;6;6;1;2;1;2;3;2;2;2;3;4;4;4;4;4;1;1;0;2;2;0;0;2;1;0;1;4;3;4;4;5;4;3;5;4;4;5;4;3;3;4;3;2;2;2;1;3;2;2;3;1;1;1;2;1;3;2;2;2;3;2;1;2;4;1;1;1;0;1;0;0;0;0;2;0;0;2;0;0;2;1;0;0;0;0;17;9;12;4;34;59;9;43;1;1;9
4;5;4;2;2;3;400;60;6;4;3;4;3;5;5;1;2;2;2;3;4;2;4;4;4;4;4;4;2;1;3;3;2;2;3;2;2;3;3;3;4;1;5;5;5;3;5;4;2;5;4;4;1;3;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;10;5;37;52;26;27;1;0;0
5;4;5;5;4;4;600;100;7;5;5;6;4;6;7;5;5;5;4;4;4;4;4;4;4;4;5;4;4;1;2;2;2;2;3;2;2;2;3;2;3;2;4;3;4;4;3;4;4;3;4;3;4;3;4;3;2;4;3;3;3;3;2;2;3;2;2;2;2;3;3;3;4;3;3;2;2;4;1;2;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;27;20;13;15;45;52;22;59;4;2;1
5;5;5;5;5;5;532;60;7;5;4;7;4;7;6;1;2;2;5;1;5;5;1;5;5;3;5;5;5;1;3;0;3;3;3;0;3;1;3;3;5;5;5;4;5;5;5;5;4;5;5;5;4;5;5;3;1;4;2;1;2;2;1;1;2;2;1;4;1;1;1;2;3;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;2;0;0;0;30;20;13;5;45;72;22;38;5;2;0
4;3;4;4;3;4;70;30;6;3;2;3;2;5;3;4;2;1;3;2;2;2;3;2;2;3;4;2;3;1;2;2;2;2;3;2;2;2;2;2;3;2;4;2;3;2;1;4;3;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;10;8;7;28;36;21;26;1;0;0
4;3;4;2;3;3;700;180;7;5;4;4;3;5;5;5;5;4;3;2;2;3;4;3;3;4;4;3;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2;4;2;3;4;4;3;2;4;2;2;3;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;16;10;14;33;44;20;28;0;1;0
5;3;5;4;3;4;400;30;7;3;3;3;3;4;5;2;2;2;4;4;4;4;4;4;4;4;4;4;4;1;3;3;3;3;3;2;3;2;3;3;5;5;5;4;4;3;4;4;4;4;5;4;3;3;5;2;2;2;2;2;2;2;1;1;2;1;1;2;2;1;2;1;2;2;2;1;1;4;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;24;12;9;6;44;62;28;36;4;0;1
4;3;5;3;3;4;350;45;7;3;3;3;3;4;4;2;2;3;5;2;4;4;4;4;5;3;3;4;5;1;0;0;1;1;1;1;1;0;1;1;5;5;5;4;4;4;5;3;4;4;2;5;4;4;5;3;4;4;4;2;4;4;4;4;4;1;2;4;4;2;4;3;3;4;3;1;3;4;3;1;3;1;3;3;0;3;2;1;2;3;2;3;2;3;2;1;1;2;2;22;12;8;7;43;63;7;71;18;9;16
2;3;3;1;1;1;30;2;5;2;2;2;2;1;1;1;1;1;3;1;1;1;1;2;1;1;1;2;2;1;1;1;2;2;2;1;2;1;2;1;5;5;5;2;5;1;3;3;4;4;4;5;3;4;5;2;1;2;2;1;2;2;2;2;2;2;2;3;2;3;3;2;3;3;2;4;4;4;3;0;0;1;1;2;0;0;0;0;2;3;1;1;0;0;0;1;1;0;1;11;8;2;3;16;58;15;51;12;2;3
4;4;5;2;2;2;155;360;6;4;2;3;2;5;5;4;4;5;3;4;4;3;4;4;3;4;4;3;4;1;2;1;2;2;2;1;2;0;2;2;4;2;4;3;4;3;4;4;4;4;3;4;4;2;3;3;2;2;2;2;3;2;3;2;2;2;2;2;2;3;2;3;2;2;3;3;2;4;1;1;1;1;1;1;1;1;1;0;1;1;2;2;1;1;1;1;1;0;2;19;11;10;13;40;52;16;51;8;6;8
