FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;CI;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;CI2;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
5;5;5;5;5;5;300;160;7;2;3;3;2;6;6;5;5;4;3;4;5;4;4;3;4;4;4;2;4;1;2;1;2;1;2;1;2;1;2;2;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;2;3;3;3;2;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;4;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;10;12;14;41;47;16;56;2;1;1
4;1;4;4;1;1;480;5;1;3;3;3;3;7;7;1;1;1;5;5;1;4;5;5;5;5;1;5;5;1;0;0;2;2;0;0;2;0;0;0;5;2;4;4;5;5;5;5;4;4;4;4;5;5;2;4;4;4;4;4;4;4;2;4;4;4;1;4;4;1;4;4;4;4;4;1;4;4;0;1;1;2;3;0;1;1;3;3;3;1;3;3;2;1;3;3;3;3;3;15;12;14;3;46;63;6;77;11;15;17
4;4;4;4;4;4;70;30;6;6;3;6;3;4;4;5;5;5;4;4;4;4;4;3;3;3;4;4;4;1;3;3;3;3;2;1;2;1;2;2;4;3;4;4;4;4;3;4;4;4;2;4;4;4;2;2;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;18;8;15;41;54;22;27;0;1;0
4;3;3;2;4;4;150;30;7;5;1;4;1;7;7;3;3;3;4;3;3;2;4;3;2;4;4;3;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;3;2;4;4;2;3;3;3;3;4;1;2;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;1;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;20;11;14;9;34;43;20;27;5;1;0
4;3;4;2;3;2;200;30;5;4;4;2;2;4;4;1;2;2;2;4;2;2;2;2;2;2;2;4;2;1;2;2;2;2;2;2;2;2;2;2;4;2;4;2;3;2;2;4;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;4;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;8;5;26;37;20;26;0;2;1
5;3;4;3;3;4;170;300;7;4;2;5;2;7;7;5;4;4;3;3;4;4;4;4;3;5;3;4;1;1;2;1;2;2;2;1;2;3;3;2;4;4;5;1;3;1;2;3;4;5;3;5;4;3;4;1;3;1;2;2;1;2;1;2;2;2;1;1;3;2;2;2;1;2;3;2;1;4;1;0;0;1;1;1;0;0;1;0;1;0;0;2;1;1;0;3;0;1;0;22;13;14;13;38;51;20;39;8;4;2
4;3;2;2;2;2;400;20;6;4;2;5;2;5;5;3;2;2;2;4;3;4;4;2;4;4;4;4;2;1;2;1;1;2;2;1;2;1;2;2;4;3;4;2;2;4;3;2;2;2;3;3;2;3;4;3;3;2;3;2;3;2;1;3;2;2;3;2;3;3;2;1;4;2;3;2;3;4;1;2;1;0;2;2;2;3;2;2;1;2;2;2;2;1;0;2;2;2;2;15;13;10;7;37;43;16;54;13;12;10
5;5;5;5;5;5;900;100;7;7;3;5;2;7;7;7;7;7;1;5;5;5;5;1;5;5;5;1;5;1;3;3;3;3;3;3;3;3;3;3;1;1;3;1;5;1;1;4;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;17;14;21;43;24;30;24;0;0;0
4;2;5;3;1;3;500;25;7;5;4;6;4;5;5;2;2;2;4;1;2;4;2;3;1;2;3;4;4;1;2;1;2;3;2;1;2;1;3;2;5;5;5;1;4;2;1;4;5;4;4;5;2;1;5;1;3;3;3;1;2;3;1;2;2;3;1;3;3;2;3;1;1;2;2;1;1;4;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;18;19;10;6;30;53;19;44;2;2;2
4;3;5;4;3;1;450;30;7;6;4;4;3;5;5;2;2;3;4;2;3;4;2;3;4;2;3;4;3;1;2;2;2;2;2;2;2;1;2;2;5;2;4;3;3;4;4;5;5;3;3;4;3;4;5;3;1;2;1;2;1;3;1;1;1;1;1;1;1;2;2;2;3;1;2;3;2;4;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;20;17;10;7;34;57;19;37;6;1;5
3;4;3;2;4;3;175;180;6;6;6;6;6;3;3;3;2;2;4;4;4;3;3;2;4;4;3;2;4;1;2;2;2;2;2;2;2;1;2;2;3;2;3;3;4;3;4;3;2;3;4;4;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;3;4;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;19;24;6;7;37;46;19;47;4;4;3
5;3;4;5;3;4;561;120;7;5;2;5;2;7;7;5;5;5;1;3;2;1;3;1;3;2;5;1;1;1;1;0;2;2;1;0;1;1;0;0;3;2;2;1;3;1;2;2;3;1;3;5;5;1;3;4;4;4;3;2;3;4;3;4;4;2;1;3;4;4;4;4;4;4;4;2;3;4;2;0;2;1;3;3;0;2;3;3;3;3;2;2;3;3;3;3;1;2;3;24;14;14;15;23;37;8;74;18;10;19
5;2;4;4;3;3;100;300;5;6;5;5;5;5;5;4;4;5;4;4;4;4;4;3;3;4;3;2;4;1;2;2;2;2;2;1;1;2;2;1;4;3;3;4;3;3;4;3;3;4;3;3;3;3;4;2;3;2;3;2;2;3;3;2;3;3;3;3;2;2;2;2;2;3;2;2;3;4;2;2;1;1;2;2;2;2;1;2;2;1;1;2;2;1;1;1;1;1;1;21;21;10;13;39;50;17;54;12;10;9
4;3;4;4;4;4;800;1;6;4;2;3;2;5;5;1;2;3;1;2;1;1;4;1;1;4;3;1;1;1;3;3;3;3;3;3;3;3;3;2;5;5;5;1;3;1;1;4;4;1;1;5;2;2;5;2;2;2;2;1;2;3;1;1;3;2;1;2;2;1;3;1;2;1;2;2;2;4;1;0;0;1;1;2;0;2;1;0;1;1;0;0;1;0;0;1;1;1;1;23;11;10;6;20;45;29;40;8;5;2
2;1;4;2;1;1;156;60;7;2;2;1;1;1;7;1;1;1;5;2;4;1;1;5;4;2;1;5;4;1;0;0;1;0;0;0;0;0;0;0;4;5;4;3;4;4;2;5;5;4;4;5;4;2;4;3;4;4;4;3;4;3;3;4;3;3;1;4;4;4;4;2;3;4;4;1;3;4;2;1;3;1;3;1;1;2;2;1;2;3;3;3;1;1;3;0;0;1;1;11;6;8;3;34;59;1;72;13;7;15
2;3;2;2;2;2;150;20;6;5;3;4;3;1;1;3;3;3;1;2;3;2;3;3;4;3;3;3;2;1;1;1;2;2;2;1;1;1;2;1;3;4;4;3;4;3;2;3;4;3;2;4;3;2;3;2;1;2;1;3;1;2;2;1;2;1;1;3;1;2;2;3;3;2;1;1;1;4;0;2;1;0;0;0;0;1;0;2;0;0;1;0;0;1;0;0;0;2;1;13;15;2;9;29;47;14;38;1;4;6
2;3;2;4;1;3;120;5;2;2;1;2;1;3;2;1;1;1;2;1;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;5;4;5;4;4;3;5;4;5;4;4;5;3;4;4;2;2;3;1;2;2;2;1;1;3;1;1;2;1;2;3;2;2;1;2;1;1;4;2;0;1;0;1;1;0;1;1;0;1;2;1;0;1;0;2;1;0;0;1;15;6;5;3;18;63;19;38;8;2;6
4;3;4;5;4;4;639;240;7;7;3;5;2;7;6;6;5;6;4;4;4;2;4;4;4;4;4;4;4;1;2;2;2;2;2;2;2;1;2;2;4;3;4;4;4;4;4;4;4;4;3;4;4;4;3;2;3;3;2;2;3;3;3;2;2;3;4;2;2;2;2;2;2;2;2;4;2;4;1;0;1;0;1;2;0;0;0;0;1;1;0;1;0;1;0;2;0;1;0;24;17;13;17;42;57;19;54;8;1;3
5;3;5;4;3;4;150;35;7;3;2;2;1;5;5;2;2;2;2;1;1;4;2;2;2;1;4;2;2;1;2;1;2;3;2;1;1;1;2;1;5;4;5;4;3;3;5;4;4;5;4;5;2;2;5;3;2;3;2;3;3;1;1;1;1;2;1;2;1;1;2;2;2;3;1;2;2;4;1;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;24;8;10;6;23;60;16;41;5;1;3
4;2;4;1;1;1;33;20;7;5;3;5;2;2;2;2;2;2;4;3;3;4;2;4;3;2;1;4;4;1;2;1;3;3;2;1;1;1;2;2;5;4;4;2;3;1;2;2;2;5;3;4;3;2;4;3;2;2;1;1;2;3;2;2;2;2;3;3;1;3;2;2;2;2;3;4;1;4;1;0;1;0;0;1;0;1;1;0;0;0;2;0;0;0;0;1;0;2;1;13;15;4;6;34;46;18;48;4;3;4
4;3;5;4;2;3;350;20;7;3;3;4;2;2;2;5;3;4;5;5;4;4;4;5;5;4;5;5;5;1;1;1;3;2;0;0;2;1;0;1;5;2;3;4;5;2;4;3;5;4;3;5;2;3;5;2;2;3;1;2;3;3;4;4;2;1;1;3;4;2;3;3;4;3;3;3;3;4;1;0;2;0;2;3;0;2;2;3;1;2;2;1;1;3;2;0;0;2;3;21;12;4;12;51;55;11;59;10;5;17
5;5;5;5;5;5;250;100;7;3;3;4;2;2;2;3;2;3;4;4;4;3;4;4;4;5;4;5;4;1;1;0;2;3;1;1;2;1;1;1;4;5;4;4;5;4;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;2;3;4;2;2;1;4;4;4;4;4;4;4;2;2;3;4;2;0;3;1;2;3;0;3;3;3;2;3;3;2;2;3;2;3;0;2;3;30;12;4;8;45;71;13;73;18;8;19
5;3;5;4;3;4;125;360;7;6;4;5;3;7;7;3;5;5;4;5;5;2;3;2;5;4;3;2;4;1;3;2;2;3;2;2;2;1;2;3;5;2;5;5;3;4;5;5;2;5;3;5;2;4;1;1;2;1;2;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;2;1;1;4;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;24;18;14;13;39;56;22;30;3;1;1
4;3;4;4;3;3;750;60;6;5;4;4;3;7;7;2;2;2;4;4;4;4;3;4;4;4;4;4;4;1;2;1;2;2;2;1;2;2;2;2;4;4;4;3;5;3;4;3;4;3;4;4;3;2;3;2;2;1;2;3;1;3;2;1;1;2;1;2;1;3;1;2;3;2;3;2;2;4;1;0;2;0;1;0;0;1;0;2;1;1;2;0;0;1;1;0;0;1;3;21;16;14;6;43;53;18;42;4;1;12
4;3;4;4;3;3;62;45;7;5;2;5;2;3;5;3;2;3;4;4;4;4;4;4;4;4;4;4;4;1;2;2;2;2;2;2;2;1;2;2;4;3;4;4;4;4;4;4;4;4;3;4;3;3;4;1;2;2;2;1;2;1;1;2;2;1;1;2;1;1;2;1;1;2;1;1;1;4;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;14;8;8;44;56;19;31;2;0;1
1;3;1;1;3;3;140;1;1;1;4;1;4;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;1;0;1;1;2;0;1;2;2;1;0;4;3;5;2;3;3;3;3;3;3;3;4;3;2;3;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;1;1;4;0;0;0;0;1;0;0;2;2;1;1;1;0;1;0;1;1;0;0;0;0;12;10;2;3;33;47;10;27;5;2;4
2;2;1;1;1;2;222;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;4;4;4;3;4;1;2;3;2;2;2;2;3;3;3;2;4;3;3;3;4;4;4;5;4;4;4;4;4;4;4;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;4;6;42;58;24;24;1;0;0
5;4;4;3;4;4;300;60;7;5;2;4;3;3;3;3;3;5;3;4;4;3;4;2;2;4;4;2;2;1;3;2;3;3;3;3;3;3;3;3;5;1;4;2;5;4;1;5;2;1;2;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;14;6;11;34;37;29;25;0;0;0
4;3;3;2;2;3;75;40;2;3;2;3;2;4;4;2;2;2;1;1;2;3;3;1;2;2;3;2;1;1;2;2;2;3;2;1;2;1;2;2;3;3;3;2;4;3;1;4;2;2;2;5;2;2;2;2;2;3;2;1;3;3;3;3;3;2;2;2;3;2;3;2;2;2;3;1;4;4;3;1;1;2;1;0;0;1;1;0;2;2;1;0;1;1;1;0;2;0;0;17;10;8;6;21;40;19;53;8;7;5
4;1;4;2;2;3;600;75;6;5;3;4;3;6;4;3;2;3;2;4;2;2;3;4;3;2;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2;3;5;3;4;2;2;3;4;3;4;5;2;2;4;2;1;2;2;1;1;2;1;1;2;3;1;3;2;1;2;2;2;2;2;2;2;4;1;0;0;0;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;16;15;10;8;31;48;20;39;6;1;2
5;3;5;4;2;4;460;180;7;6;6;6;6;7;3;2;2;2;4;3;4;2;2;4;2;2;3;2;2;1;2;2;2;3;2;2;3;1;2;2;4;2;4;4;4;4;4;4;2;4;3;4;4;2;4;2;2;2;3;2;3;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;4;0;0;0;0;2;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;23;24;10;6;30;53;21;43;3;3;3
4;3;4;4;3;3;300;60;7;4;4;5;3;5;5;4;4;4;5;3;4;3;4;5;3;3;4;5;3;1;1;0;2;1;1;1;1;1;1;1;3;4;3;3;4;3;3;4;5;3;3;4;4;3;4;3;1;2;3;3;3;3;3;3;3;2;1;3;3;3;3;3;3;3;2;2;2;4;1;2;1;1;2;2;0;0;2;1;2;2;1;1;2;1;2;2;1;1;1;21;16;10;12;42;53;10;57;10;9;9
2;4;4;1;1;3;400;10;5;3;2;2;2;7;3;2;2;4;1;5;3;2;5;3;4;4;3;2;1;1;1;2;2;2;1;2;2;0;2;2;4;4;5;2;4;3;4;5;4;3;3;5;3;3;4;2;3;2;3;1;3;3;1;2;3;2;3;4;1;1;3;1;3;1;2;2;3;4;0;1;0;0;1;2;0;2;1;0;1;2;0;1;0;0;0;1;0;0;0;15;9;10;8;33;56;16;49;9;2;1
4;2;4;4;2;2;29;30;7;4;4;6;4;5;5;4;4;4;4;3;3;2;3;2;2;4;4;3;2;1;1;1;1;2;1;1;2;1;2;1;4;3;3;3;4;4;3;4;4;3;2;3;4;4;3;2;2;1;1;2;2;1;2;1;2;1;1;2;1;1;2;2;2;1;1;1;1;4;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;18;18;10;12;32;51;13;32;3;0;2
5;3;5;4;4;5;200;60;7;5;4;6;6;7;7;2;2;2;2;4;3;4;5;4;2;4;5;3;2;1;2;1;3;3;2;1;3;3;2;2;4;4;4;3;4;2;3;4;5;3;4;4;3;1;5;1;3;2;3;2;1;2;1;2;1;1;1;3;3;2;2;2;1;3;1;2;2;4;0;1;0;0;2;1;0;1;0;1;2;0;2;3;0;1;0;2;1;0;0;26;21;14;6;38;53;22;41;9;2;6
5;5;5;5;5;5;1004;400;7;7;2;7;2;7;7;7;5;4;1;3;3;4;4;1;3;3;5;1;5;1;3;0;3;3;0;0;2;1;1;2;3;3;2;3;3;3;1;1;5;2;3;3;3;2;4;3;2;3;3;2;3;3;3;3;2;2;2;2;3;3;2;2;2;3;3;3;2;4;1;2;2;2;1;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;30;18;14;16;33;41;15;56;11;10;10
5;2;5;5;3;3;900;240;7;7;6;5;6;7;7;5;2;3;4;1;2;1;1;5;1;1;1;4;4;1;2;0;2;2;2;0;3;0;1;2;3;4;3;4;4;4;2;3;3;3;2;5;4;2;5;4;3;3;2;1;1;4;1;3;4;3;1;3;1;1;4;3;3;2;2;2;3;4;0;1;0;3;3;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;23;24;14;10;25;51;14;54;4;4;4
5;4;5;5;5;5;150;60;7;6;4;6;2;4;3;4;4;4;3;2;2;4;4;3;2;3;4;3;3;1;2;2;2;2;3;2;3;1;3;2;4;3;4;4;4;4;4;5;4;4;3;4;4;4;3;1;1;1;1;1;1;1;1;1;2;1;3;2;1;1;2;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;29;18;7;12;33;58;22;27;1;0;0
4;4;3;4;4;3;4;45;4;4;3;4;4;5;5;5;4;5;4;4;3;3;4;2;3;2;3;3;3;1;1;2;2;2;1;2;1;1;2;1;4;2;3;3;3;4;5;5;2;4;2;3;3;4;2;3;3;2;3;3;3;2;2;2;3;3;3;2;2;3;2;3;3;2;2;2;3;4;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;2;2;1;0;22;15;10;14;34;49;15;56;11;11;10
5;5;5;5;5;5;40;240;6;6;5;6;5;6;7;6;5;6;5;4;4;3;5;4;4;5;4;4;4;1;2;1;2;1;2;1;1;1;1;1;4;4;4;4;3;2;4;2;4;4;3;5;4;3;5;4;2;3;2;3;3;2;2;3;4;3;1;2;2;4;3;3;4;3;2;3;4;4;2;1;2;0;1;3;3;2;3;2;2;2;2;1;2;2;3;2;0;2;3;30;22;13;17;46;55;13;62;14;11;15
3;4;4;3;2;4;15;120;4;5;5;3;4;5;6;4;3;4;3;2;2;3;3;2;3;2;4;3;2;1;1;1;2;2;1;1;1;1;1;1;4;3;3;2;2;4;3;2;4;3;3;2;2;3;3;3;2;2;1;2;3;2;2;1;2;3;2;2;3;1;2;3;2;2;3;3;2;4;1;1;2;0;0;0;0;1;0;2;0;1;0;0;1;0;2;0;0;1;2;20;17;11;11;29;43;12;48;3;3;8
1;1;1;1;2;1;200;2;4;3;2;2;1;5;5;1;2;2;4;2;4;4;2;4;4;2;3;4;4;1;2;2;2;2;2;2;2;1;2;3;4;2;5;2;3;4;2;4;2;2;1;4;3;2;2;2;2;3;3;3;2;2;1;2;2;1;1;2;1;1;2;1;2;3;2;2;2;4;0;2;0;0;1;0;0;0;1;0;1;1;1;0;0;1;0;2;1;0;0;7;8;10;5;37;42;20;42;4;4;3
1;1;2;1;2;1;250;20;5;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;1;2;1;2;3;2;2;3;1;2;2;4;3;3;4;2;3;3;4;3;3;4;4;3;3;3;3;1;1;2;2;3;3;1;1;1;2;1;3;3;2;3;2;2;1;2;1;1;4;1;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;8;6;2;3;16;49;20;41;3;4;0
4;1;3;1;1;4;520;60;6;4;3;4;3;7;7;1;2;2;1;1;1;1;1;2;1;1;1;2;1;1;2;1;2;2;2;1;2;1;1;1;3;3;2;3;4;2;4;3;4;2;2;4;2;2;4;3;1;2;2;1;2;2;4;1;3;3;1;2;1;1;2;3;2;3;4;2;2;4;1;0;1;0;2;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;14;14;14;5;13;44;15;47;6;1;4
2;3;2;2;3;3;215;5;3;2;1;2;1;2;2;2;1;2;4;3;3;3;3;4;3;3;2;3;1;1;1;1;2;2;1;0;2;0;0;1;4;4;4;2;3;4;2;3;4;3;3;4;4;3;4;2;4;4;3;2;4;3;4;4;3;3;1;4;3;1;4;3;4;4;2;2;2;4;1;2;1;0;3;1;0;1;2;2;1;1;3;0;0;2;2;1;1;0;1;15;6;4;5;32;51;10;66;6;5;14
4;3;5;2;3;1;150;60;6;5;4;5;3;7;7;2;3;1;2;3;4;4;2;4;2;3;4;2;2;1;3;2;2;1;2;1;1;1;3;3;2;2;4;3;2;3;4;3;5;2;3;2;4;1;5;2;3;3;3;2;4;1;1;2;3;2;3;2;3;4;3;2;1;3;2;2;3;4;2;3;1;0;1;0;2;1;3;3;1;2;2;0;0;1;3;1;0;2;1;18;17;14;6;32;45;19;54;7;10;12
2;2;2;2;2;1;20;2;4;3;3;2;2;2;2;1;1;1;2;3;2;1;3;2;2;3;1;2;1;1;2;1;2;2;2;1;2;1;2;2;1;4;2;1;5;2;2;5;3;2;3;3;5;5;3;2;3;3;3;3;3;2;2;3;2;2;1;3;2;2;2;2;2;2;2;2;2;4;3;2;2;2;1;2;0;0;1;1;1;3;3;3;1;2;2;2;0;1;1;11;10;4;3;22;46;17;50;14;7;12
4;3;4;2;3;3;200;100;7;5;2;3;3;3;4;5;2;7;2;4;3;3;4;2;4;4;5;3;4;1;2;2;3;2;1;2;2;1;3;2;4;2;5;2;5;1;3;4;4;4;3;3;3;1;4;2;2;3;3;3;1;2;1;1;2;1;2;4;3;4;3;2;3;3;2;1;2;4;1;2;0;2;2;2;3;1;2;1;1;2;1;2;1;0;0;2;2;0;1;19;13;7;14;38;48;20;50;11;12;5
2;3;1;1;1;2;15;10;3;1;1;2;1;7;7;1;1;2;1;4;1;1;4;2;3;4;2;2;1;1;1;1;2;2;1;1;1;0;1;1;1;3;5;3;4;1;1;4;1;1;3;5;3;3;2;3;3;2;3;1;3;2;4;1;4;4;1;2;1;1;2;3;3;3;4;1;1;4;1;0;2;0;3;3;0;1;1;2;0;1;2;3;0;3;3;3;0;2;2;10;5;14;4;25;40;11;52;12;3;17
5;4;5;5;4;5;250;150;6;7;6;6;7;6;7;7;6;7;4;5;4;5;4;2;5;4;5;3;5;1;1;3;1;0;2;3;0;2;3;1;5;2;5;4;5;4;5;4;1;4;1;4;1;4;1;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;1;2;1;2;1;3;2;1;1;1;1;1;3;1;2;1;1;3;2;1;1;28;26;13;20;46;50;16;77;11;12;9
2;1;1;2;1;2;30;30;3;2;2;2;2;1;4;1;1;1;4;2;3;2;4;4;2;4;3;3;4;1;2;1;2;2;2;1;2;1;2;1;4;5;4;3;5;3;2;3;5;3;4;4;4;2;5;1;2;4;2;1;2;3;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;4;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;9;8;5;3;35;56;16;41;3;0;2
5;3;4;1;1;3;182;180;6;5;4;5;3;7;7;2;2;2;1;2;1;3;3;1;1;1;3;2;1;1;1;1;2;3;1;1;2;0;1;1;4;4;5;4;5;4;2;5;4;2;5;4;5;4;5;3;1;2;2;1;3;3;2;3;4;2;1;4;3;1;4;3;3;2;3;4;2;4;1;2;2;0;1;2;0;1;3;3;2;0;0;1;2;1;2;2;0;1;2;17;17;14;6;19;62;13;56;9;8;11
4;2;4;2;2;3;110;80;7;3;2;5;3;7;6;2;2;2;4;2;3;3;4;3;4;4;2;3;3;1;2;1;2;2;2;1;2;0;2;1;5;4;5;1;3;4;1;4;2;1;2;5;3;2;3;3;4;2;2;3;3;4;4;2;3;3;1;4;2;4;3;1;3;3;3;2;1;4;2;0;3;1;3;3;2;2;2;3;2;3;2;1;2;2;2;1;3;0;3;17;13;13;6;35;45;15;60;14;10;18
5;5;5;5;5;5;900;20;6;3;2;2;1;2;2;2;2;3;2;2;3;2;4;2;2;4;4;2;3;1;2;2;2;3;2;2;2;3;3;2;5;3;4;1;2;4;1;1;1;3;4;3;2;4;4;1;2;3;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;3;3;1;2;4;0;1;1;1;2;2;0;1;0;2;1;0;2;1;0;1;0;1;0;0;1;30;8;4;7;30;42;23;41;6;2;9
4;3;4;4;3;5;65;30;7;3;2;2;1;5;5;2;2;2;2;3;2;3;4;3;3;2;4;3;1;1;3;3;3;3;3;3;3;3;3;3;4;2;4;5;5;2;3;5;3;3;4;4;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;8;10;6;30;51;30;22;0;0;0
5;4;5;2;3;3;200;500;7;5;5;4;5;7;4;4;4;4;5;5;5;5;4;2;4;5;5;2;4;1;0;0;0;0;3;0;1;2;0;0;4;2;4;5;5;1;2;2;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;19;11;12;46;35;6;24;0;0;0
5;5;5;5;5;5;895;180;7;7;7;7;7;5;5;2;2;2;4;5;4;4;5;5;4;5;3;5;3;1;3;3;3;3;2;3;3;2;3;3;4;1;4;3;4;4;4;4;2;4;4;3;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;30;28;10;6;47;51;28;41;2;0;0
4;3;4;4;2;2;93;15;6;5;3;4;3;5;4;4;3;3;2;3;3;2;3;2;2;2;4;3;2;1;2;2;2;2;2;2;2;1;2;2;3;2;3;2;4;2;2;4;3;3;4;3;2;2;3;2;1;2;3;2;2;1;1;2;2;1;1;2;1;1;1;1;2;3;1;1;1;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;19;15;9;10;28;42;19;34;0;1;2
4;4;4;4;4;4;70018;120;6;6;3;6;2;7;7;3;3;3;5;4;4;4;4;4;4;5;5;5;4;1;1;1;2;1;1;1;2;0;1;1;5;2;4;5;4;5;5;4;5;4;4;5;4;4;5;3;3;4;3;2;2;2;1;3;3;2;1;3;2;4;4;3;4;3;3;3;4;4;2;1;1;1;2;2;3;3;2;2;2;3;3;1;3;2;3;1;3;3;2;24;17;14;9;48;65;11;62;14;16;15
4;3;4;4;2;4;150;5;5;2;1;2;3;1;1;1;1;1;1;4;3;3;4;4;2;4;2;4;1;1;2;0;2;3;1;1;2;0;1;1;5;4;5;2;3;1;2;2;4;3;3;1;2;4;2;4;1;3;1;1;2;1;1;1;2;1;1;4;1;1;3;2;3;2;2;1;2;4;1;2;2;0;3;2;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;21;8;2;3;32;43;13;40;6;4;7
2;3;3;5;1;3;400;15;4;5;3;5;3;5;5;1;2;2;4;2;3;3;2;3;3;3;2;4;4;1;2;2;2;2;2;2;2;2;3;2;4;2;4;4;5;4;4;4;4;4;4;4;2;4;2;2;3;3;3;3;2;2;1;2;1;2;1;3;2;2;2;2;3;3;2;3;3;4;0;1;2;0;2;1;0;2;1;1;1;1;1;1;1;2;0;2;1;1;0;17;16;10;5;33;55;21;50;8;5;8
