FBI1;FBI2;FBI3;FBI4;FBI5;FBI6;FBI7;FBI8;MSFU1;MSFU2;MSFU3;MSFU4;MSFU5;MSFU6;MSFU7;MSFU8;MSFU9;MSFU10;COMF1;COMF2;COMF3;COMF4;COMF5;COMF6;COMF7;COMF8;COMF9;COMF10;COMF11;RSES1;RSES2;RSES3;RSES4;RSES5;RSES6;RSES7;RSES8;RSES9;RSES10;CSS1;CSS2;CSS3;CSS4;CSS5;CSS6;CSS7;CSS8;CSS9;CSS10;CSS11;CSS12;CSS13;CSS14;CSS15;RRS1;RRS2;RRS3;RRS4;RRS5;RRS6;RRS7;RRS8;RRS9;RRS10;RRS11;RRS12;RRS13;RRS14;RRS15;RRS16;RRS17;RRS18;RRS19;RRS20;RRS21;RRS22;DASS1;DASS2;DASS3;DASS4;DASS5;DASS6;DASS7;DASS8;DASS9;DASS10;DASS11;DASS12;DASS13;DASS14;DASS15;DASS16;DASS17;DASS18;DASS19;DASS20;DASS21;FBI;MSFUP;MSFUaprivate;MSFUapublic;COMF;CSS;RSES;RRS;DASS_stress;DASS_anxiety;DASS_depression
2;2;1;3;1;3;30;5;3;4;3;3;2;2;1;1;1;2;2;4;4;3;5;4;4;4;4;4;2;1;1;3;2;1;1;1;0;1;1;3;4;1;4;4;4;1;4;2;3;1;5;4;3;2;3;4;3;2;3;4;3;4;3;4;3;1;3;2;4;3;3;4;4;3;3;2;3;1;1;2;3;1;0;1;0;3;2;3;3;2;2;3;2;0;2;2;1;12;12;3;4;40;45;12;68;12;9;16
5;3;5;4;3;4;620;60;7;6;4;7;3;3;6;3;3;3;4;4;2;2;2;4;2;2;5;4;3;1;1;2;2;2;1;2;2;2;1;4;4;2;2;4;4;2;4;4;2;2;4;3;2;2;2;1;4;2;1;3;2;2;2;1;1;1;2;1;1;1;2;2;2;1;1;2;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;24;20;9;9;34;45;16;37;1;0;7
1;1;1;4;2;2;16;5;4;4;2;5;5;3;3;1;2;2;2;4;1;2;4;3;2;4;2;2;1;2;1;3;2;2;1;3;1;2;2;4;4;4;1;1;1;1;3;5;1;3;4;3;1;4;1;1;2;1;2;3;2;1;2;3;2;1;2;1;2;3;1;2;3;1;3;2;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;11;16;6;5;27;40;19;41;3;0;1
4;3;3;2;4;4;400;30;6;3;5;5;3;5;5;2;2;2;3;4;4;3;4;4;4;3;4;2;4;1;2;2;2;2;2;2;2;2;2;3;2;4;3;3;2;2;2;2;3;2;4;2;2;3;3;2;2;3;2;3;4;2;3;4;3;1;4;3;2;2;2;2;3;2;3;2;1;2;1;0;2;1;2;2;1;1;2;1;1;1;1;1;1;1;2;0;0;20;16;10;6;39;39;19;57;9;8;7
4;3;4;4;3;3;4000;100;7;3;3;4;1;3;3;1;2;3;3;3;3;3;3;3;3;3;4;3;3;1;1;1;1;1;1;2;1;1;1;4;5;3;2;3;2;2;3;4;2;3;5;4;2;4;3;3;2;2;3;3;2;2;3;2;2;1;2;2;2;3;3;3;3;2;1;2;2;0;2;1;1;0;0;1;1;2;0;1;2;0;0;1;1;0;0;0;1;21;11;6;6;34;48;11;51;4;2;10
3;3;3;4;3;4;200;20;5;4;4;5;5;5;5;2;2;2;2;2;2;2;3;2;3;3;3;3;2;2;2;2;2;2;3;2;2;3;2;3;3;4;3;3;2;2;2;3;1;3;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;18;10;6;27;41;22;22;0;0;0
3;2;2;2;2;1;265;2;4;4;2;4;2;4;3;3;2;2;2;3;4;3;2;5;3;3;2;2;2;2;1;2;2;2;2;2;1;1;3;5;3;5;3;4;3;3;4;3;4;2;5;3;2;3;3;4;1;2;2;1;2;2;2;3;2;2;3;2;2;2;1;2;3;2;3;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;2;12;12;7;7;31;52;18;47;6;5;7
2;1;2;2;2;2;0;5;5;1;1;1;1;1;2;1;1;1;4;2;2;4;4;3;4;4;1;3;1;1;1;2;2;2;1;2;1;2;2;2;3;4;2;3;2;2;3;4;3;2;4;2;2;3;3;2;4;3;2;2;3;3;3;3;2;1;3;2;1;3;3;3;2;2;1;2;3;1;1;0;1;2;1;2;2;2;2;3;2;1;2;1;0;0;2;2;0;11;4;3;3;32;41;16;53;13;10;7
5;5;5;5;4;5;57;70;7;4;3;5;4;5;5;6;5;5;4;5;5;4;5;5;5;5;5;5;4;2;3;3;2;3;3;3;1;3;3;4;1;5;1;5;1;2;4;1;2;4;5;1;1;1;1;1;1;1;1;1;2;1;1;1;3;1;4;1;1;3;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;16;10;16;52;38;26;31;0;0;0
2;3;2;1;1;3;115;30;5;4;3;2;3;5;4;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;1;1;1;3;3;1;5;1;1;1;3;1;4;1;2;2;2;3;1;2;2;1;2;2;4;2;2;2;1;3;1;2;2;3;4;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;12;9;3;12;30;30;46;1;0;1
5;4;5;5;4;5;200;3;7;5;2;6;6;5;5;5;7;7;1;1;5;3;5;1;5;5;5;1;4;3;0;3;3;3;1;3;0;3;2;4;2;4;5;5;5;5;5;1;5;1;5;1;5;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;1;28;19;10;19;36;56;21;66;13;13;11
5;5;5;5;2;5;100;40;7;7;3;2;3;7;7;3;2;2;4;4;4;4;4;1;2;4;2;1;3;0;0;1;1;0;0;1;0;0;0;5;3;5;4;3;3;5;4;4;4;3;5;1;1;3;1;2;4;2;4;4;3;3;3;4;2;1;4;2;4;4;4;4;4;2;1;4;1;0;1;0;2;2;0;0;2;1;1;1;1;2;1;2;1;2;0;0;2;27;15;14;7;33;53;3;66;9;3;10
4;5;4;3;3;5;450;10;6;3;5;2;3;2;2;3;2;1;3;3;5;3;5;5;3;4;3;5;3;1;0;2;1;2;1;2;2;2;1;3;5;3;4;5;5;3;5;5;4;5;3;4;3;5;2;1;3;2;1;1;1;1;3;1;1;1;2;1;4;3;3;3;4;3;1;1;1;1;1;1;1;1;0;1;3;2;2;0;2;0;1;0;2;0;2;0;2;24;13;4;6;42;62;14;43;5;8;10
2;2;2;2;2;2;310;10;5;5;2;3;2;4;4;2;2;2;4;4;2;2;4;4;4;4;2;4;4;1;0;2;2;1;1;1;0;1;1;2;5;4;5;4;4;3;5;5;2;2;5;4;4;5;3;1;1;2;2;2;1;3;2;2;3;1;3;1;2;1;3;3;2;1;3;1;0;0;2;0;1;0;0;0;1;2;0;0;2;0;0;1;2;1;0;0;2;12;12;8;6;38;59;10;43;1;1;12
5;2;5;5;2;4;280;10;7;5;4;4;4;2;2;2;2;2;5;4;5;5;5;5;5;5;5;5;5;1;1;2;2;2;1;2;0;1;1;4;5;4;5;5;5;5;5;5;5;4;4;5;5;5;3;2;2;2;2;2;3;1;1;2;3;1;3;1;1;2;3;3;2;2;3;2;2;1;1;0;1;2;1;3;1;1;1;1;1;1;1;1;1;2;0;0;1;23;17;4;6;54;71;13;46;12;4;7
1;2;2;2;2;2;150;56;7;6;6;6;6;6;5;4;5;5;2;2;2;2;2;4;2;2;3;3;4;2;1;2;2;1;2;2;2;2;1;4;3;4;4;3;3;4;3;3;3;3;3;2;3;3;2;2;2;3;2;2;3;3;3;3;2;3;3;3;3;2;3;3;3;2;3;3;2;1;2;2;2;2;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;11;24;11;14;28;48;17;58;10;9;10
4;2;3;2;2;3;600;20;6;4;3;4;2;5;5;1;2;2;4;4;4;4;4;4;3;3;4;4;4;2;2;2;3;2;3;2;1;3;2;4;4;4;4;4;4;4;5;4;4;2;4;4;4;4;3;1;2;2;1;2;1;1;2;2;3;1;3;2;2;2;1;3;3;2;3;1;0;0;1;0;2;2;0;1;1;0;1;0;1;1;1;1;0;2;0;2;0;16;13;10;5;42;59;22;43;7;4;5
1;3;1;5;2;5;550;2;1;3;2;3;2;4;5;2;2;2;1;4;1;1;4;2;1;4;3;2;1;0;0;2;0;0;0;2;0;0;0;3;5;4;4;5;1;5;4;5;2;4;5;4;1;5;4;4;4;4;4;4;4;2;4;4;3;1;4;4;4;4;4;4;4;4;2;3;1;3;2;2;3;3;2;3;3;2;3;3;2;2;2;2;2;3;1;1;1;17;10;9;6;24;57;4;79;18;14;14
4;3;4;4;2;3;30;60;7;4;4;5;2;7;7;4;4;3;4;2;3;2;3;4;2;4;4;4;4;2;2;2;2;2;1;2;1;2;2;3;4;3;4;4;3;3;4;3;3;3;4;4;4;3;2;1;1;1;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;15;14;11;36;52;18;32;0;0;0
3;2;3;2;2;2;33;5;5;5;5;5;3;1;1;3;2;2;2;4;4;2;3;2;4;4;3;3;2;0;0;1;1;0;0;1;0;0;0;4;4;3;4;3;3;2;4;4;3;4;4;3;2;4;3;3;3;3;3;3;3;3;3;2;3;1;3;3;3;3;3;3;2;3;2;3;2;1;2;0;2;1;0;1;2;2;0;2;2;1;1;2;2;1;1;0;2;14;18;2;7;33;51;3;61;8;5;14
4;3;2;4;3;4;410;45;5;4;2;3;4;6;3;4;3;5;4;2;3;1;2;3;4;3;2;5;3;1;2;3;2;2;1;3;1;2;1;4;5;2;3;2;1;2;3;4;1;3;3;5;3;2;2;3;2;3;1;2;2;1;2;4;3;3;2;1;2;3;1;2;1;2;3;2;1;0;1;1;2;1;0;1;1;2;1;1;0;1;2;2;1;0;1;2;2;20;13;9;12;32;43;18;47;6;7;10
4;2;4;2;2;4;350;30;6;4;2;2;2;2;2;2;2;1;4;4;4;4;4;4;4;4;2;4;4;2;2;2;2;2;2;2;2;2;2;5;2;5;4;4;5;3;5;4;3;4;4;4;4;3;1;2;1;2;2;2;2;2;1;2;1;1;2;2;1;1;1;2;1;2;1;1;1;0;0;0;0;2;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;18;10;4;5;42;59;20;33;6;0;2
5;3;5;5;5;5;855;360;7;7;5;6;4;6;6;2;2;3;4;4;4;3;4;4;3;4;4;4;4;1;1;1;2;1;1;1;0;1;1;3;4;4;4;5;4;5;5;4;4;4;4;4;4;4;3;3;4;3;4;3;3;4;3;3;2;1;4;3;4;3;3;4;4;1;1;2;2;1;2;0;2;2;1;2;3;1;2;3;3;2;1;2;2;1;0;1;2;28;22;12;7;42;62;10;65;14;7;14
1;2;2;2;2;2;100;5;4;5;4;5;4;4;2;3;3;4;3;3;3;4;3;2;2;3;3;3;4;2;2;3;3;2;1;2;2;2;2;4;3;4;2;3;4;2;3;3;3;4;3;3;4;3;2;1;3;3;2;1;2;2;3;2;3;2;2;3;2;2;1;1;2;2;4;3;1;2;1;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;1;1;1;11;18;6;10;33;48;21;48;5;4;5
5;5;5;5;5;5;500;50;7;7;5;7;5;7;7;4;4;4;5;5;4;4;5;5;5;4;5;5;4;1;1;1;1;2;1;1;1;1;1;4;5;4;5;5;4;5;4;5;4;5;4;5;5;5;3;4;3;4;3;4;4;4;3;3;3;1;4;4;4;4;4;4;4;4;3;3;2;3;2;0;3;3;2;1;2;3;2;3;3;2;3;2;3;3;1;3;3;30;24;14;12;51;69;11;77;16;14;19
4;3;4;2;1;4;90;5;6;3;3;3;3;5;5;2;3;2;4;4;2;2;4;4;2;4;2;4;3;2;1;2;2;2;1;2;1;2;2;3;4;4;4;3;4;3;4;2;3;4;4;4;4;4;3;2;3;2;1;2;2;2;2;3;2;1;2;1;2;2;3;2;3;2;1;1;0;2;1;0;2;0;0;0;0;1;1;0;2;0;0;1;1;0;0;0;0;18;12;10;7;35;54;17;44;1;2;8
5;4;5;5;4;4;180;180;6;5;5;5;3;6;6;3;3;3;4;4;4;3;4;3;3;4;4;3;3;2;1;2;2;2;1;2;0;2;1;3;5;4;4;4;4;4;2;4;3;3;4;5;3;5;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;27;18;12;9;39;57;15;43;7;7;7
4;1;4;1;1;1;50;40;7;4;2;2;2;6;6;2;2;2;3;3;2;1;1;4;4;1;3;4;5;2;1;3;2;2;1;3;1;2;2;4;5;4;4;4;1;3;3;4;2;4;4;2;2;5;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;12;10;12;6;31;51;19;44;7;5;7
4;2;4;2;2;1;75;60;2;1;2;2;1;3;2;4;5;5;2;2;2;2;2;2;2;2;2;4;2;1;1;2;1;1;0;1;1;0;1;4;4;4;2;4;2;2;4;4;2;4;4;4;2;4;4;2;2;2;4;2;4;4;2;2;2;1;4;2;4;4;4;4;4;4;2;4;2;2;2;3;1;1;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;15;6;5;14;24;50;9;67;16;20;18
4;3;4;3;2;4;647;30;6;4;2;5;2;3;3;3;4;4;4;5;3;2;4;4;4;4;5;4;3;3;2;3;3;3;2;3;3;3;3;4;4;4;3;5;3;2;4;4;3;4;4;5;3;5;2;2;2;2;1;2;2;1;1;2;2;1;2;2;1;2;1;2;2;1;2;1;1;0;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;1;0;1;0;20;13;6;11;42;57;28;36;6;2;1
5;4;5;3;4;2;560;70;6;5;6;5;5;5;6;6;4;6;3;4;3;2;4;3;3;4;4;4;4;3;2;2;2;2;2;2;2;2;2;4;3;4;2;4;2;3;4;3;4;3;2;3;2;3;2;2;2;2;3;1;1;1;2;2;2;2;3;1;2;2;1;2;1;1;1;2;1;2;1;0;0;1;0;0;0;1;0;0;1;2;0;0;0;0;1;0;0;23;21;11;16;38;46;21;38;4;3;3
4;2;4;3;1;1;90;15;6;2;2;5;2;5;1;1;1;1;4;1;3;3;4;4;2;4;3;4;1;1;1;2;2;0;1;1;1;1;1;4;4;4;1;4;4;2;4;2;2;3;4;3;3;3;1;4;2;4;1;4;2;2;4;4;1;1;2;3;2;3;1;3;4;2;2;4;1;0;1;0;3;1;0;1;2;3;0;1;1;1;0;2;2;1;1;0;2;15;11;6;3;33;47;11;56;6;3;14
4;4;4;3;3;3;10;25;6;5;4;3;2;5;6;3;2;2;3;4;3;4;4;4;4;4;3;3;3;2;2;2;3;2;1;2;1;2;2;4;3;3;4;5;2;3;4;4;2;2;3;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;14;11;7;39;47;19;22;0;0;0
2;1;2;3;3;5;500;60;6;2;1;2;2;1;1;1;1;1;2;2;2;3;2;2;2;1;1;1;1;1;0;3;2;1;1;2;0;0;2;3;2;4;4;4;4;4;4;4;4;1;3;2;4;2;3;2;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;2;3;3;1;2;2;0;1;2;3;2;2;2;2;3;2;1;2;1;3;2;2;2;2;16;7;2;3;19;49;12;63;13;13;13
5;3;5;5;3;3;100;180;7;7;7;7;7;7;7;7;5;5;4;4;4;4;4;5;4;4;4;5;4;1;1;2;2;1;1;2;1;1;1;4;5;4;4;4;5;5;5;5;4;5;4;5;4;5;3;1;3;2;3;3;3;3;3;3;3;1;3;2;3;3;3;3;3;3;3;3;3;1;3;0;2;3;0;1;3;3;3;3;2;3;2;3;3;3;3;3;2;24;28;14;17;46;68;13;60;19;12;18
5;4;4;4;4;4;125;20;7;6;1;7;1;7;7;6;5;5;4;4;4;2;2;3;2;4;4;3;3;2;3;2;2;1;3;2;1;3;2;3;3;3;4;3;3;4;3;3;3;3;3;3;3;3;2;1;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;15;14;16;35;47;21;28;0;0;0
4;4;4;4;4;4;150;120;7;5;3;3;3;5;5;6;5;5;4;4;4;3;4;2;4;4;4;4;3;2;1;2;2;2;1;2;0;1;2;4;5;5;3;4;1;3;5;5;3;5;5;5;3;5;3;3;4;3;4;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;4;3;2;2;1;1;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;3;2;24;14;10;16;40;61;15;75;17;16;14
4;3;2;1;3;1;75;15;5;5;3;2;2;2;2;1;2;1;4;3;3;2;3;4;4;3;3;4;4;0;1;2;2;1;1;1;0;1;1;3;4;4;4;5;3;4;5;4;2;4;4;4;4;4;3;2;2;3;2;3;1;2;2;1;2;1;3;2;3;2;3;4;3;3;2;3;2;1;1;0;1;1;0;1;2;2;3;1;2;1;0;1;2;0;0;0;1;14;12;4;4;37;58;10;52;9;3;10
2;1;2;2;2;1;140;15;5;2;1;2;1;4;4;2;2;2;2;2;2;1;2;2;2;2;3;2;2;1;1;2;2;1;1;2;1;2;1;2;4;4;2;3;2;2;2;3;2;2;4;2;2;2;2;2;3;2;3;4;4;1;4;2;3;1;3;1;4;3;3;3;2;3;3;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;10;6;8;6;22;38;14;59;0;0;5
4;3;4;4;3;4;125;25;7;3;2;2;1;6;6;3;3;3;4;2;3;2;4;4;4;3;4;4;2;2;1;2;2;2;1;2;1;2;1;4;5;3;2;3;2;4;4;5;3;3;4;5;3;5;2;1;2;2;3;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;22;8;12;9;36;55;16;40;5;1;1
4;2;4;1;3;3;70;5;6;5;4;4;3;5;5;4;3;5;1;2;2;1;2;2;2;2;4;2;2;2;2;3;2;3;2;3;2;3;2;3;3;5;1;2;3;1;3;2;1;3;4;3;2;2;1;1;2;2;2;2;2;1;1;1;2;1;2;2;1;1;2;2;2;2;2;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;17;16;10;12;22;38;24;35;4;0;1
5;4;5;2;4;3;550;600;6;4;2;4;5;4;5;5;5;4;3;4;5;4;3;2;3;2;3;2;3;1;3;1;1;1;2;0;2;3;3;5;3;2;4;3;2;4;3;4;4;3;2;4;4;3;1;2;2;4;1;1;1;2;1;2;2;2;1;2;3;2;1;1;3;1;1;1;2;1;1;2;1;1;0;0;1;1;0;1;0;2;0;0;1;2;2;0;1;23;15;9;14;34;50;17;37;8;6;5
4;3;5;4;4;2;300;240;7;5;4;4;4;6;3;5;5;4;3;4;3;2;4;3;3;4;2;3;4;2;1;2;3;2;1;2;2;2;1;4;3;3;2;2;2;1;4;4;3;2;4;2;3;3;4;3;3;2;1;2;3;3;3;3;3;2;3;4;3;3;4;3;3;4;3;3;1;1;2;2;1;1;1;2;2;2;2;2;3;2;2;2;1;1;2;2;2;22;17;9;14;35;42;18;65;11;12;13
3;2;4;2;3;3;166;180;5;4;4;4;3;5;5;1;1;1;3;2;2;4;4;3;3;3;3;3;3;1;1;1;1;1;1;1;0;1;1;4;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;2;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;2;0;1;1;2;2;2;2;2;2;2;2;1;2;2;0;1;2;2;17;15;10;3;33;49;9;63;10;10;13
5;5;5;3;4;4;500;4;7;6;2;6;2;3;5;3;3;2;3;4;4;3;4;2;3;4;4;4;3;1;2;2;2;1;2;2;2;1;2;3;3;3;3;4;3;4;5;3;3;4;3;3;3;3;3;3;3;2;4;2;3;3;3;2;3;1;3;3;3;2;4;3;3;3;3;2;1;0;1;0;1;2;0;0;0;2;1;1;0;1;1;0;1;1;0;0;1;26;16;8;8;38;50;17;61;7;1;6
5;4;4;2;1;1;900;60;6;4;2;3;3;6;4;2;2;2;3;2;3;4;3;1;2;3;2;3;3;2;2;2;2;3;3;3;1;3;3;4;3;4;3;4;3;3;4;4;1;2;4;3;4;2;2;3;3;3;2;1;4;2;3;3;3;2;2;3;2;2;2;2;3;3;3;2;1;0;0;0;0;1;0;1;1;2;1;0;0;1;0;1;0;0;0;0;0;17;12;10;6;29;48;24;55;5;1;3
1;1;1;1;1;1;17;30;3;2;2;2;2;4;4;1;2;2;3;3;3;3;4;1;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;1;5;1;1;1;3;1;4;5;1;5;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;8;5;30;36;30;22;0;0;0
5;3;5;3;4;4;503;90;7;5;5;3;3;5;5;5;4;4;3;4;3;2;4;3;2;4;4;3;2;1;0;2;1;2;2;1;2;2;2;2;5;3;3;4;4;3;5;3;3;3;3;3;3;4;2;3;3;2;1;4;2;2;1;1;1;2;2;1;1;1;2;2;3;2;1;1;2;2;1;2;2;1;0;2;1;1;2;1;1;0;0;2;1;1;0;0;0;24;16;10;13;34;51;15;40;9;5;8
5;3;5;2;2;4;180;180;6;4;4;5;5;7;7;2;1;1;4;2;5;5;3;2;2;2;4;3;4;1;1;2;3;1;1;1;0;3;2;4;5;5;4;4;3;4;5;4;4;2;5;4;5;5;3;2;3;2;1;4;2;3;3;2;4;1;1;2;1;3;3;2;1;1;2;3;0;1;0;1;1;2;2;2;3;3;2;1;1;2;3;3;2;1;0;0;2;21;18;14;4;36;63;15;49;10;10;12
3;4;1;4;5;5;85;15;7;7;6;7;5;6;6;5;4;4;1;2;1;1;2;1;1;2;5;1;1;3;3;3;3;3;3;3;3;3;3;3;1;4;1;5;5;1;4;1;5;1;2;1;2;2;2;1;1;1;3;1;4;1;1;3;4;1;3;1;3;3;2;1;1;2;4;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;22;25;12;13;18;38;30;44;4;0;1
1;1;2;1;1;1;100;5;4;3;1;2;1;5;5;1;1;1;2;4;3;4;4;3;2;4;4;2;2;2;1;1;2;1;1;2;1;2;2;4;4;4;3;2;3;3;3;4;3;3;2;3;2;4;1;2;1;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;7;7;10;3;34;47;15;29;2;0;1
5;3;4;1;2;1;85;60;6;1;2;2;3;7;7;1;2;2;1;1;2;1;2;2;1;1;4;2;1;2;1;3;2;2;1;2;2;2;2;4;1;3;2;2;2;4;4;4;2;2;4;2;2;2;2;1;2;3;1;1;2;1;1;3;1;1;2;3;1;3;1;1;2;1;1;3;0;3;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;16;8;14;5;18;40;19;37;1;6;1
3;3;4;2;2;3;20;10;6;5;3;4;2;1;3;2;2;2;4;4;3;2;4;3;4;5;4;3;2;1;3;2;2;2;3;2;2;3;2;5;3;5;2;4;4;3;4;3;2;3;4;3;2;3;2;3;3;2;1;3;3;2;1;1;2;2;3;3;2;1;2;2;3;3;4;2;1;0;0;0;1;1;0;1;1;0;2;1;1;2;0;1;0;2;0;0;0;17;14;4;6;38;50;22;50;10;1;3
5;4;4;5;4;5;132;150;7;6;2;6;3;6;6;6;5;5;4;4;4;2;5;4;4;4;5;4;4;2;2;2;2;2;2;2;1;3;2;5;2;4;4;5;4;4;5;4;4;4;4;4;4;5;2;2;3;2;1;2;1;1;3;1;1;1;3;2;2;2;1;2;2;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;27;17;12;16;44;62;20;37;5;2;3
4;4;4;2;2;4;100;60;6;3;2;2;2;1;1;1;2;1;4;4;5;2;4;3;3;4;2;3;3;3;2;2;2;2;1;3;2;3;3;4;3;4;2;3;3;2;4;3;3;3;5;2;3;3;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;2;4;37;47;23;26;0;0;0
2;2;1;2;2;1;34;5;5;5;5;5;5;2;2;4;3;2;5;4;4;4;5;5;5;5;4;5;5;0;0;1;2;0;0;1;0;0;0;4;4;5;2;4;4;4;5;5;4;5;4;4;5;5;4;1;3;3;4;3;4;3;2;4;3;1;4;4;4;4;3;4;3;4;1;4;1;1;2;0;2;3;0;3;2;3;3;3;3;1;1;2;3;3;0;1;3;10;20;4;9;51;64;4;70;17;5;18
5;5;5;5;5;5;567;240;7;7;6;7;6;7;7;7;7;7;4;5;4;4;5;5;4;4;5;5;4;1;1;2;2;2;1;1;1;1;1;3;4;4;4;4;4;5;4;5;4;4;4;4;4;5;2;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;30;26;14;21;49;62;13;46;8;8;8
5;3;5;5;5;5;309;30;7;7;4;5;3;7;7;7;5;5;3;5;3;3;5;4;3;5;5;5;4;2;1;3;2;3;1;3;0;3;0;4;5;4;5;5;4;5;5;5;4;5;5;3;4;5;1;3;3;3;2;2;2;1;3;3;2;2;3;3;3;4;2;3;2;2;2;2;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;1;0;1;1;1;0;28;19;14;17;45;68;18;53;10;8;6
1;1;4;1;1;2;300;15;6;5;3;4;3;5;5;1;2;1;1;4;2;4;2;2;2;2;1;2;2;3;3;2;3;2;2;0;1;3;3;3;1;4;2;2;2;2;4;2;2;3;4;3;4;2;2;1;4;2;1;2;1;1;1;2;3;1;1;3;1;2;2;1;1;2;3;2;1;0;0;0;0;1;0;2;1;2;1;0;0;1;0;0;0;0;0;2;1;10;15;10;4;24;40;22;39;6;3;3
5;3;5;5;5;5;808;120;7;6;3;5;3;1;3;3;4;3;4;4;4;1;4;4;4;4;3;4;4;2;1;2;2;2;1;2;0;2;2;3;4;4;4;4;4;4;4;5;4;3;5;4;4;3;1;2;3;3;1;2;2;1;3;3;1;2;3;3;2;2;1;3;2;1;1;2;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;2;0;0;0;28;17;4;10;40;59;16;44;8;1;2
5;2;5;4;4;3;212;60;7;5;6;4;5;7;1;3;3;3;4;3;4;5;2;4;4;3;4;4;4;2;3;2;3;2;3;2;1;3;3;4;2;4;4;5;4;4;5;4;4;3;4;4;4;4;1;2;2;2;1;3;1;2;2;3;1;1;3;1;1;2;1;2;2;1;1;1;0;0;1;0;1;1;0;1;0;1;1;1;1;2;0;1;0;2;0;0;0;23;20;8;9;41;59;24;36;8;0;5
1;3;4;3;4;4;150;30;1;3;3;3;4;4;4;3;5;5;2;3;3;3;4;1;2;3;3;3;1;0;3;0;0;2;2;1;2;1;3;1;2;3;2;4;3;3;3;3;1;2;4;2;1;2;2;4;4;3;2;3;3;4;3;4;3;2;3;1;4;2;2;3;3;3;3;3;0;2;3;2;1;2;2;2;1;2;2;3;3;2;2;0;3;2;2;2;3;19;13;8;13;28;36;14;64;13;13;15
